aror,asd,variable,color
8.4297,0.8620163,Eating Disorders,#d62728
6.989235,-2.8334122,Obesity,#ff7f0e
7.48993,-1.3910027,American Journal of Health Behavior,#ff7f0e
7.2230964,-2.315144,Childhood obesity,#ff7f0e
7.6982737,-0.9026512,Evaluation & the Health Professions,#ff7f0e
9.125274,-3.2371817,Journal of Pediatric Oncology Nursing,#ff7f0e
7.306641,-1.6588845,Health behavior and policy review,#d62728
4.863104,-6.8807855,Translational lung cancer research,#ff7f0e
7.5046906,-1.9302219,Translational behavioral medicine,#ff7f0e
-9.016276,-3.8954825,principles of distributed computing,#1f77b4
-9.050667,-3.8743777,international workshop on distributed algorithms,#1f77b4
-8.964148,-3.8723154,workshop on algorithms and data structures,#1f77b4
-8.969535,-3.874677,Journal of Algorithms,#2ca02c
-8.899571,-4.045344,international colloquium on automata languages and programming,#1f77b4
-9.010634,-3.777207,Information & Computation,#2ca02c
-7.598519,8.048641,Information Technology and Libraries,#1f77b4
-8.901475,-3.6588717,Theoretical Computer Science,#2ca02c
-7.6830297,8.005761,Library Trends,#1f77b4
-7.6434193,7.9844956,Library & Information Science Research,#1f77b4
-10.178356,4.8321223,ICGA Journal,#1f77b4
-7.423019,7.954311,Research Evaluation,#d62728
-7.5795918,8.126787,Journal of Librarianship and Information Science,#1f77b4
-7.517275,8.45783,Publishing Research Quarterly,#d62728
6.2466416,4.979656,Interdisciplinary Journal of e-Skills and Lifelong Learning,#1f77b4
-7.4721045,7.896454,Frontiers in Research Metrics and Analytics,#1f77b4
4.735149,8.605591,Modern Law Review,#d62728
-3.226861,6.540776,Journal of Business Ethics,#d62728
7.604412,-1.1890005,Behavioral Medicine,#d62728
6.699141,-3.205703,International Journal of Epidemiology,#ff7f0e
9.543406,-0.1709753,Advances in mental health,#d62728
7.7983665,-1.9892341,Health Promotion Journal of Australia,#ff7f0e
4.255916,7.705434,The Journal of Men's Studies,#d62728
-1.9002923,4.290671,Journal of Comparative Economics,#d62728
-1.7964776,4.34179,Voprosy Economiki,#d62728
-2.2683144,4.014065,Economics Letters,#d62728
-1.7902626,4.2163787,National Bureau of Economic Research,#d62728
-1.8365897,4.465349,Journal of Economics and Management Strategy,#d62728
-1.6910721,4.3839307,Journal of Law Economics & Organization,#d62728
-1.742779,4.3114305,The American Economic Review,#d62728
-1.7763605,4.315656,The Review of Economic Studies,#d62728
-1.8509276,4.299104,Journal of Public Economics,#d62728
3.427879,9.887985,American Political Science Review,#d62728
3.485423,9.841173,American Journal of Political Science,#d62728
-1.7325709,4.291756,Quarterly Journal of Economics,#d62728
-1.6912304,4.3786345,Journal of the European Economic Association,#d62728
-2.2006562,4.3653154,Games and Economic Behavior,#d62728
-1.7853366,4.322033,Journal of Political Economy,#d62728
-2.0500307,4.295034,Econometrica,#d62728
-2.3750947,4.4082255,Journal of Sports Economics,#d62728
5.1885,-8.492325,Scandinavian Journal of Gastroenterology,#ff7f0e
5.5271277,-8.257665,Canadian Journal of Gastroenterology & Hepatology,#ff7f0e
7.471738,-8.105194,Canadian Journal of Surgery,#ff7f0e
4.938743,-8.999473,Inflammatory Bowel Diseases,#ff7f0e
7.1233525,-8.311986,Journal of Surgical Research,#ff7f0e
9.18434,-10.700828,Canadian Journal of Plastic Surgery,#ff7f0e
7.272903,-7.2145386,The Annals of Thoracic Surgery,#ff7f0e
10.383411,-6.45431,Journal of Otolaryngology-head & Neck Surgery,#ff7f0e
6.96255,-8.309757,American Journal of Surgery,#ff7f0e
6.8753223,-8.352192,Annals of Surgery,#ff7f0e
3.9906294,-5.009617,Stem Cell Research,#2ca02c
6.823421,-17.49211,Canadian Journal of Ophthalmology-journal Canadien D Ophtalmologie,#ff7f0e
9.172191,-10.675352,Journal of Plastic Reconstructive and Aesthetic Surgery,#ff7f0e
12.350753,-1.5904418,Neurosurgery,#ff7f0e
10.899159,-6.448686,International Journal of Pediatric Otorhinolaryngology,#ff7f0e
9.202229,-10.797435,Aesthetic Surgery Journal,#ff7f0e
10.188373,-9.4710655,"Knee Surgery, Sports Traumatology, Arthroscopy",#ff7f0e
7.5436873,-8.800585,Journal of Endovascular Therapy,#ff7f0e
6.037866,-6.4168086,Rheumatology International,#ff7f0e
10.204281,-9.458382,Journal of Knee Surgery,#ff7f0e
11.454285,-6.4023333,Skull Base Surgery,#ff7f0e
6.808043,-7.973481,Obesity Surgery,#ff7f0e
6.635049,-6.970367,Interactive Cardiovascular and Thoracic Surgery,#ff7f0e
7.7322097,-9.327652,Journal of The American College of Radiology,#ff7f0e
12.143128,-1.3927057,Neurocritical Care,#ff7f0e
12.556423,-1.7711425,Surgical Neurology International,#ff7f0e
12.427997,-1.7095306,Neuro-oncology,#ff7f0e
7.049068,-7.3049307,European Journal of Cardio-Thoracic Surgery,#ff7f0e
10.084736,-9.331037,Journal of Spinal Disorders & Techniques,#ff7f0e
12.330259,-1.5210918,Turkish Neurosurgery,#ff7f0e
10.266054,-9.498822,Cartilage,#ff7f0e
6.311125,-6.791092,Journal of Thoracic Disease,#ff7f0e
10.086457,-9.386018,Journal of orthopaedics,#ff7f0e
12.202913,-1.4547287,Canadian Journal of Neurological Sciences,#ff7f0e
12.403728,-1.6853877,Journal of Neuro-oncology,#ff7f0e
9.249081,-10.696687,Journal of Plastic Surgery and Hand Surgery,#ff7f0e
12.443994,-1.5933712,World Neurosurgery,#ff7f0e
8.857517,-9.95435,Wound Repair and Regeneration,#ff7f0e
12.177037,-1.4713055,Journal of NeuroInterventional Surgery,#ff7f0e
11.511256,-6.5138154,International Forum of Allergy & Rhinology,#ff7f0e
9.144004,-10.755585,Microsurgery,#ff7f0e
8.501033,-2.657916,Journal of Telemedicine and Telecare,#ff7f0e
7.0967126,-7.2111506,The Journal of Thoracic and Cardiovascular Surgery,#ff7f0e
5.724132,-6.3701534,Pediatric Blood & Cancer,#ff7f0e
-9.335338,1.1097363,robot and human interactive communication,#1f77b4
-11.595077,4.118249,software engineering and knowledge engineering,#1f77b4
-9.58975,1.2722037,Journal on Multimodal User Interfaces,#1f77b4
-10.940953,2.5568497,international conference on pervasive and embedded computing and communication systems,#1f77b4
-8.616127,4.2263293,Journal of e-learning and knowledge society,#1f77b4
-12.346059,4.971922,international conference on global software engineering,#1f77b4
-9.734098,1.2164496,IEEE Transactions on Affective Computing,#d62728
-11.806426,4.42544,Information & Software Technology,#1f77b4
-12.527724,5.126927,ieee international conference on software analysis evolution and reengineering,#1f77b4
-2.2994366,-0.47715515,Cartography and Geographic Information Science,#d62728
-2.2382362,-0.725629,ISPRS international journal of geo-information,#1f77b4
-2.999304,9.746676,International Journal of Hospitality Management,#d62728
-3.0029194,9.78795,Journal of Quality Assurance in Hospitality & Tourism,#d62728
-5.6672773,5.138609,Service science,#d62728
-3.015193,9.794231,Journal of Hospitality & Tourism Research,#d62728
-3.008438,9.748578,The Journal of Hospitality and Tourism Education,#d62728
-3.0379124,9.880501,Cornell Hospitality Quarterly,#d62728
-2.9991684,9.720577,Journal of Teaching in Travel & Tourism,#d62728
-6.0589046,6.0232,electronic government,#1f77b4
-6.13838,6.056827,Government Information Quarterly,#d62728
-6.1273584,6.3362656,digital government research,#1f77b4
-5.8646593,5.447639,pacific asia conference on information systems,#1f77b4
-6.1415977,6.098932,international conference on digital government research,#1f77b4
-5.9528522,6.171176,Information polity,#d62728
-3.5369568,6.510693,The International Journal of Business and Management,#d62728
-7.497224,3.6405149,International Journal of Biometrics,#d62728
-2.7348979,7.4052258,Australasian Marketing Journal (amj),#d62728
-0.3339481,-0.7363211,Journal of Environmental Management,#2ca02c
-6.1346583,6.003864,Info,#d62728
-8.156506,5.4040933,acm symposium on computing and development,#1f77b4
3.1874611,8.48411,Policy & Internet,#d62728
-5.653317,6.010147,Telecommunications Policy,#d62728
3.541896,9.643324,International Studies Quarterly,#d62728
4.6568513,7.496155,The Journal of Asian Studies,#9467bd
-1.809716,4.559822,Public Choice,#d62728
-11.716976,0.11294588,ieee transactions on signal and information processing over networks,#1f77b4
-10.052733,3.987741,international conference on learning representations,#1f77b4
2.1201723,7.8328824,Journal of Mass Media Ethics,#d62728
2.7187233,7.9674363,International Communication Gazette,#d62728
2.185313,8.127384,Journal of Broadcasting & Electronic Media,#d62728
2.1328285,8.232636,Communication Research,#d62728
3.350051,7.735362,Convergence,#d62728
5.6254253,-3.6383717,American Journal of Infection Control,#ff7f0e
2.1637595,8.153629,Communication Methods and Measures,#d62728
7.228963,-2.03989,Journal of Health Communication,#ff7f0e
1.2307783,7.5978327,Journal of Public Relations Research,#d62728
3.2092905,8.739977,Journal of Political Marketing,#d62728
-1.589314,7.601957,Journal of Interactive Advertising,#d62728
-8.333857,2.2574193,advances in computing and communications,#1f77b4
-10.81159,0.31491396,arXiv: Multimedia,#1f77b4
-8.227582,2.6703422,ieee jordan conference on applied electrical engineering and computing technologies,#1f77b4
-12.670708,1.2762218,Wireless Networks,#1f77b4
-7.7890234,2.5968146,Journal of King Saud University - Computer and Information Sciences,#1f77b4
-8.412688,2.5733614,Arabian Journal for Science and Engineering,#1f77b4
-7.7212977,2.4768226,International Journal of Modern Education and Computer Science,#1f77b4
-8.089664,2.6838212,International Journal of Computer Science and Information Technology,#1f77b4
-7.5877337,4.085851,International Journal of Interactive Mobile Technologies (ijim),#1f77b4
-7.91714,2.8605149,Applied Computing and Informatics,#1f77b4
-8.3789425,2.989785,International Journal of Artificial Intelligence & Applications,#1f77b4
-10.45567,1.3203692,international conference on semantic computing,#1f77b4
-9.810367,-1.0229036,computer-aided design and computer graphics,#1f77b4
-9.874371,-0.99687916,pacific conference on computer graphics and applications,#1f77b4
-9.862453,-0.36738345,virtual reality software and technology,#1f77b4
-10.174564,3.3087833,Journal of Visual Languages and Computing,#1f77b4
-10.014668,-0.73836863,Journal of Visualization and Computer Animation,#1f77b4
-9.867218,-1.42214,Computer Graphics Forum,#1f77b4
-8.304306,0.29292807,international conference on control and automation,#1f77b4
-10.234518,0.120765455,International Journal of Image and Graphics,#2ca02c
-5.9510365,3.479451,Research journal of textile and apparel,#1f77b4
-9.845382,-0.72101814,Computer Animation and Virtual Worlds,#1f77b4
-9.850474,-0.19441533,international conference on virtual reality,#1f77b4
-10.411045,0.2194794,Journal of Electronic Imaging,#1f77b4
-6.911543,3.3085492,Textile Research Journal,#1f77b4
-9.811286,1.6937562,"international conference on wireless communications, networking and mobile computing",#1f77b4
-11.599996,2.4579947,Journal of communications software and systems,#1f77b4
-10.341869,2.1076765,International Journal of Cognitive Informatics and Natural Intelligence,#1f77b4
-8.560849,4.358991,augmented human international conference,#1f77b4
-10.134369,2.2407339,International Journal of Software Science and Computational Intelligence,#1f77b4
-10.113968,2.0159135,ieee international conference on cognitive informatics and cognitive computing,#1f77b4
-10.150598,0.08544966,virtual reality continuum and its applications in industry,#1f77b4
-9.33194,1.4717135,Advances in Mechanical Engineering,#1f77b4
-10.290135,0.03745865,Pattern Recognition,#2ca02c
-10.287146,-0.055335734,asian conference on computer vision,#1f77b4
-0.7706039,-0.60054296,Aestimum,#d62728
-0.19184357,-1.0018922,Wine Economics and Policy,#d62728
-0.7025652,-0.9574976,Agriculture and Agricultural Science Procedia,#2ca02c
-2.9298334,7.2355695,International Journal of Wine Business Research,#d62728
-0.9906473,-0.10178334,International Journal of Environment and Sustainable Development,#d62728
-12.734069,1.8220266,wired/wireless internet communications,#1f77b4
-12.269115,1.8301182,International Journal of Internet Protocol Technology,#1f77b4
-12.080244,1.2069305,"personal, indoor and mobile radio communications",#1f77b4
-12.89708,1.8291844,modelling autonomic communications environments,#1f77b4
-12.583862,2.1147707,conference on network and service management,#1f77b4
-12.888377,1.6980618,integrated network management,#1f77b4
-12.590109,2.0225308,International Journal of Network Management,#1f77b4
-12.920521,1.9346611,ieee conference on network softwarization,#1f77b4
-13.502837,2.4348888,architectures for networking and communications systems,#1f77b4
-11.20905,-0.015728407,workshop on applications of signal processing to audio and acoustics,#1f77b4
-1.8053105,-5.69074,Journal De Physique Iv,#2ca02c
-11.115992,-0.06142473,IEEE Transactions on Speech and Audio Processing,#1f77b4
-10.929098,0.20852293,IEEE Signal Processing Letters,#2ca02c
-11.345069,-0.17484717,ieee workshop on statistical signal and array processing,#2ca02c
-11.750232,0.022516495,international workshop on signal processing advances in wireless communications,#1f77b4
-10.407558,0.1372402,Signal Processing,#2ca02c
-11.48232,-0.009262106,"asilomar conference on signals, systems and computers",#1f77b4
-11.411747,0.03277106,IEEE Transactions on Signal Processing,#2ca02c
-3.3328815,3.2399547,Journal of the American Statistical Association,#2ca02c
-11.151659,0.18020418,IEEE Signal Processing Magazine,#1f77b4
-3.4071796,3.070308,Scandinavian Journal of Statistics,#2ca02c
-3.3290646,3.1939168,Journal of The Royal Statistical Society Series B-statistical Methodology,#2ca02c
-3.3369765,3.2169008,Journal of Computational and Graphical Statistics,#2ca02c
-3.3223,3.204285,Bernoulli,#2ca02c
-3.2814405,3.225359,Statistics and Computing,#2ca02c
-1.3037478,-5.576752,Physical Review D,#2ca02c
-10.433122,4.2992983,arXiv: Machine Learning,#2ca02c
-3.3044357,3.24029,arXiv: Computation,#2ca02c
-3.350845,-5.1246405,Monthly Notices of the Royal Astronomical Society,#2ca02c
-11.95505,0.17620607,"allerton conference on communication, control, and computing",#1f77b4
-3.375105,-5.223197,arXiv: Cosmology and Nongalactic Astrophysics,#2ca02c
-3.3304002,3.206163,arXiv: Methodology,#2ca02c
-11.580162,-0.21056506,ieee signal processing workshop on statistical signal processing,#2ca02c
-10.649834,5.003845,conference on learning theory,#1f77b4
-3.3516407,3.187545,Annals of Statistics,#2ca02c
7.976335,0.7444697,Adolescence,#d62728
7.4042726,-2.784368,Journal of Cancer Education,#ff7f0e
7.576859,-1.9084209,Health Education,#ff7f0e
7.401698,-1.7982352,Health Promotion Practice,#ff7f0e
7.3548937,-1.9243884,Journal of Community Health,#ff7f0e
5.8165693,-4.5205336,Teratology,#2ca02c
7.273451,-1.8439223,Journal of Health Education,#ff7f0e
7.7968054,-3.3425016,The Diabetes Educator,#ff7f0e
7.597342,-1.9783282,Diabetes Spectrum,#ff7f0e
7.427306,-1.7793037,American journal of health education,#ff7f0e
7.407432,-1.725429,Preventing Chronic Disease,#ff7f0e
7.2916236,-2.017451,Journal of Immigrant and Minority Health,#ff7f0e
7.379057,-1.8669351,Journal of community medicine & health education,#ff7f0e
7.2812457,-2.6220548,Maternal and Child Health Journal,#ff7f0e
7.473712,-1.783664,Health Education & Behavior,#ff7f0e
6.672136,-7.9522495,Radiography,#ff7f0e
6.2363186,-8.095544,Journal of Medical Imaging and Radiation Sciences,#ff7f0e
7.4215045,-9.012279,Clinical Radiology,#ff7f0e
8.538472,-5.3412237,Thorax,#ff7f0e
-5.763022,5.932821,Information Technology for Development,#d62728
-5.330229,5.5642056,Business Process Management Journal,#1f77b4
-6.161765,5.946317,International Journal of Electronic Governance,#d62728
-6.613744,4.9635224,Australasian Journal of Information Systems,#1f77b4
-6.8073983,5.1397285,Journal of Homeland Security and Emergency Management,#1f77b4
2.876783,8.280859,Social Science Computer Review,#1f77b4
-9.763179,4.601769,starting ai researchers' symposium,#1f77b4
-10.005852,4.5825753,Ai Communications,#1f77b4
2.218965,7.5137324,PRism,#d62728
8.344865,0.9213651,Youth Studies Australia,#d62728
3.858731,7.4817777,Media International Australia,#d62728
4.399884,7.6851845,Young,#d62728
4.0445595,7.4883223,M/C Journal,#9467bd
-2.979281,9.629997,Tourism Analysis,#d62728
4.5501814,7.404127,Journal of Youth Studies,#d62728
4.1760664,7.767955,The conversation,#d62728
-2.8802376,9.188136,Tourist Studies,#d62728
4.459942,7.5218167,Sexualities,#d62728
4.7035728,7.4004908,Journal of Sociology,#d62728
3.5194175,7.746503,Nordicom Review,#d62728
3.5310495,8.143479,Science and Public Policy,#d62728
4.1333466,8.070425,Minerva,#d62728
-4.0315447,6.1058764,Research Policy,#d62728
2.9189155,7.912315,Communications,#d62728
-3.1391592,6.272665,Organization Studies,#d62728
2.1462655,9.464127,Public Management Review,#d62728
-2.1145618,3.9212236,Economics of Education Review,#d62728
-3.058458,6.3774257,Accounting Organizations and Society,#d62728
-9.696777,-3.066356,Acta Botanica Croatica,#2ca02c
3.2167914,-5.11045,The International Journal of Developmental Biology,#2ca02c
2.7126765,-4.9850135,Journal of Structural Biology,#2ca02c
0.9366562,-4.591881,Plant Physiology and Biochemistry,#2ca02c
-8.403219,4.373865,information technology interfaces,#1f77b4
2.449727,-4.8933086,Journal of Plant Biology,#2ca02c
-9.867896,5.5962467,text speech and dialogue,#1f77b4
-9.258632,3.160159,Informatica (lithuanian Academy of Sciences),#1f77b4
-10.054389,6.753108,workshop on statistical machine translation,#1f77b4
-10.13734,6.6499934,computational linguistics in the netherlands,#1f77b4
1.9997901,7.920176,Newspaper Research Journal,#d62728
8.549022,1.9366617,Social Behavior and Personality,#d62728
-5.543768,-4.064575,Nonlinearity,#2ca02c
-5.887347,-4.11848,arXiv: Dynamical Systems,#2ca02c
-7.0931544,-4.9877644,Experimental Mathematics,#2ca02c
-5.694364,-4.0450773,Discrete and Continuous Dynamical Systems,#2ca02c
-6.8512335,-3.6740472,arXiv: Classical Analysis and ODEs,#2ca02c
-3.6265612,-4.8851824,Journal of Physics A,#2ca02c
-4.7635064,-4.116527,Artificial Life,#1f77b4
-6.7234674,-3.1813793,Nonlinear Analysis-theory Methods & Applications,#2ca02c
-3.8300085,-4.619278,European Physical Journal B,#2ca02c
-1.69667,-2.5926282,Advances in Space Research,#2ca02c
-9.581737,2.7478576,Complexity,#2ca02c
-1.112387,-5.551808,arXiv: Accelerator Physics,#2ca02c
-3.6924078,-4.558915,European Journal of Physics,#2ca02c
-4.2773333,-4.4058757,arXiv: Chaotic Dynamics,#2ca02c
-4.637197,-4.097415,arXiv: Pattern Formation and Solitons,#2ca02c
-3.6113014,-4.865366,arXiv: Biological Physics,#2ca02c
-10.254945,3.8939996,Journal of Artificial Societies and Social Simulation,#1f77b4
-2.8787315,3.561399,arXiv: General Finance,#d62728
-4.6206007,-4.0487704,workshop artificial life and evolutionary computation,#1f77b4
-0.9691151,-6.1862864,Optics Express,#2ca02c
-4.2264967,-4.435801,Physica D: Nonlinear Phenomena,#2ca02c
-6.909734,-4.710392,arXiv: History and Overview,#2ca02c
-4.2292094,-4.158565,arXiv: Adaptation and Self-Organizing Systems,#2ca02c
-1.1566597,-1.7748361,Environmental Earth Sciences,#2ca02c
-3.0513988,1.1551379,Transportation Research Part C-emerging Technologies,#1f77b4
-3.6114159,-4.8094063,arXiv: Disordered Systems and Neural Networks,#2ca02c
-3.3941748,-3.600229,Science Advances,#2ca02c
-9.967517,4.7353945,ibero american conference on ai,#1f77b4
-8.645201,4.4926524,iberian conference on information systems and technologies,#1f77b4
-10.032768,6.6796865,linguistic annotation workshop,#1f77b4
-9.2383795,1.0618293,international symposium on neural networks,#1f77b4
-10.416015,4.0540724,International Journal of Systems and Service-oriented Engineering,#1f77b4
-3.394674,2.1932287,International Journal of Project Management,#1f77b4
-9.999264,6.156392,natural language processing and cognitive science,#1f77b4
-8.392211,2.6790345,The International Arab Journal of Information Technology,#1f77b4
-5.71859,5.4537797,"Electronic Government, An International Journal",#1f77b4
-9.431982,2.0951884,international conference on computer research and development,#1f77b4
-6.73076,5.0768504,International Journal of Information Communication Technologies and Human Development,#1f77b4
-5.6098948,5.4717536,International Journal of Technology Diffusion,#1f77b4
-6.2921705,5.1364045,business information systems,#1f77b4
-8.468283,2.5176544,international conference on computer science and information technology,#1f77b4
-6.4294667,5.2471375,International Journal of Web-based Learning and Teaching Technologies,#1f77b4
-5.9942336,5.9554005,"Transforming Government: People, Process and Policy",#d62728
-6.14414,5.765553,International Journal of E-adoption,#1f77b4
-10.629709,1.4287901,ieee region humanitarian technology conference,#1f77b4
-5.650352,5.402374,International Journal of Information Systems and Social Change,#1f77b4
-5.0250487,5.8199806,International Journal of Electronic Customer Relationship Management,#d62728
-5.7003593,5.4693794,International Journal of Information Technology Project Management,#1f77b4
-6.189332,5.3193555,International Journal of E-business Research,#d62728
6.0492268,4.9633183,International Journal of Social Media and Interactive Learning Environments,#d62728
-8.105759,2.935736,international conference on applied system innovation,#1f77b4
-7.9578233,4.6857457,International Journal of Information and Communication Technology Education,#1f77b4
-7.9767833,2.8122203,international conference software and computer applications,#1f77b4
-7.832784,2.9832428,international conference on information management,#1f77b4
-7.42032,4.22408,Journal of Information & Knowledge Management,#1f77b4
-5.7366366,5.504071,International Journal of E-services and Mobile Applications,#d62728
7.9649334,6.5213566,HERMES - Journal of Language and Communication in Business,#1f77b4
5.608068,5.009632,The International Journal of Learning: Annual Review,#d62728
5.7990932,4.9640164,Asian Social Science,#d62728
-3.6028554,6.540154,International Journal of Technology Marketing,#d62728
-10.079369,3.444494,international conference on information society,#1f77b4
-6.06449,5.2901883,International Journal of Enterprise Information Systems,#1f77b4
-11.127701,2.599674,international conference on big data and cloud computing,#1f77b4
-5.795116,5.4456434,Journal of Organizational Computing and Electronic Commerce,#1f77b4
-6.189869,5.1071754,international conference on research and innovation in information systems,#1f77b4
-5.98796,5.4327555,Journal of Theoretical and Applied Electronic Commerce Research,#1f77b4
2.8534791,8.377972,Publizistik,#d62728
1.8867489,-5.806477,International Journal of Pharmaceutics,#2ca02c
1.9756166,8.105881,Human Communication Research,#d62728
7.1479,-2.87397,Canadian Journal of Public Health-revue Canadienne De Sante Publique,#ff7f0e
-7.6047206,7.971412,Canadian Journal of Information and Library Science-revue Canadienne Des Sciences De L Information Et De Bibliotheconomie,#1f77b4
7.6251836,-1.2300497,Journal of Hiv\/aids & Social Services,#ff7f0e
-7.5747213,8.039594,The Library Quarterly,#d62728
7.5149965,-2.3263893,Journal of Rural Health,#ff7f0e
9.291497,-3.0200493,Western Journal of Nursing Research,#ff7f0e
-8.350268,5.2037544,ACM Transactions on Computer-Human Interaction,#1f77b4
9.866111,-1.730603,Work-a Journal of Prevention Assessment & Rehabilitation,#ff7f0e
8.879023,-0.10188892,Journal of Psychosomatic Research,#d62728
8.939364,-2.3714883,Canadian Geriatrics Journal,#ff7f0e
7.1901913,-5.4256973,European Geriatric Medicine,#ff7f0e
9.192249,-2.17399,Journal of the American Medical Directors Association,#ff7f0e
10.068334,-0.004179211,Acta Psychiatrica Scandinavica,#d62728
7.8941197,-3.7098696,Health and Quality of Life Outcomes,#ff7f0e
7.4075885,-3.9404294,Diabetic Medicine,#ff7f0e
9.385333,-3.1698546,Journal of Nursing Measurement,#d62728
9.645057,-0.10046399,Epidemiology and Psychiatric Sciences,#ff7f0e
10.529593,-0.86632824,Journal of Alzheimer's Disease,#d62728
8.236778,-2.3616288,Health Psychology and Behavioral Medicine,#d62728
10.357055,-0.4637644,Molecular Neurobiology,#2ca02c
8.700923,2.7899823,Applied Research in Quality of Life,#d62728
5.389916,2.26999,European Sport Management Quarterly,#d62728
-1.5441697,-1.2158039,Data Science Journal,#1f77b4
-8.848544,5.0537386,educational data mining,#1f77b4
-9.377633,2.8133607,International Journal of Innovative Computing and Applications,#1f77b4
6.153108,4.8872967,The Journal of Interactive Learning Research,#1f77b4
-6.5934925,0.33937398,north american power symposium,#1f77b4
-4.7593923,0.23195112,Energy and Buildings,#1f77b4
-8.6981945,1.08619,conference of the industrial electronics society,#1f77b4
6.197857,5.3799834,English Language Teaching,#d62728
0.5725088,-5.7731566,Surface Engineering,#1f77b4
-0.12898783,-5.8282046,Journal of Materials Processing Technology,#1f77b4
-6.1876736,3.7784348,The International Journal of Advanced Manufacturing Technology,#1f77b4
-0.3657058,-5.9167757,Materials and Manufacturing Processes,#1f77b4
0.29074433,-4.599596,Materials Today: Proceedings,#1f77b4
-0.48943025,-5.889725,Journal of Manufacturing Processes,#1f77b4
5.35492,-4.0423355,Scandinavian Journal of Infectious Diseases,#ff7f0e
6.9781213,-4.9868193,International Journal of Clinical Practice,#ff7f0e
5.238417,-3.8532226,International Journal of Antimicrobial Agents,#2ca02c
5.608771,-4.2937913,Human Vaccines,#ff7f0e
5.7674804,-3.0321317,Bulletin of The World Health Organization,#ff7f0e
5.4694157,-3.0605931,International Journal of Tuberculosis and Lung Disease,#ff7f0e
5.3248158,-3.8117423,Journal of Hospital Infection,#ff7f0e
3.640585,-5.0321236,Journal of Virology,#2ca02c
6.9926105,-3.4333274,Eastern Mediterranean Health Journal,#ff7f0e
-3.4140756,2.9262671,Journal of The Royal Statistical Society Series C-applied Statistics,#2ca02c
8.639509,-5.368229,The Lancet Respiratory Medicine,#ff7f0e
2.7962682,-3.2349296,Environmental Research,#2ca02c
5.185037,-3.809469,Clinical Microbiology and Infection,#2ca02c
-3.3527777,3.1806371,The Annals of Applied Statistics,#2ca02c
5.72769,-2.9883657,Online Journal of Public Health Informatics,#ff7f0e
7.955504,-3.4967182,British Journal of General Practice,#ff7f0e
6.264654,-2.9263349,The Lancet. Public health,#ff7f0e
7.3887444,-2.8956072,International Journal for Population Data Science,#ff7f0e
-3.3920884,3.2554362,arXiv: Applications,#2ca02c
6.7172804,7.1228642,Practice Nursing,#ff7f0e
7.680666,-4.15576,EClinicalMedicine,#ff7f0e
6.7766457,-5.3264213,Drug Safety,#ff7f0e
6.745827,-1.1760927,Aids Care-psychological and Socio-medical Aspects of Aids\/hiv,#ff7f0e
9.109389,-7.579106,Journal of The American Society of Echocardiography,#ff7f0e
5.201009,-3.0102468,Tropical Medicine & International Health,#ff7f0e
7.44104,-3.988909,Clinical Pediatrics,#ff7f0e
9.16333,3.257403,British Journal of Social Psychology,#d62728
4.640991,7.260396,Critical Public Health,#d62728
8.90392,2.25667,Australian Journal of Psychology,#d62728
6.0409145,4.7117414,Journal of university teaching and learning practice,#d62728
4.7055817,7.4572325,Feminism & Psychology,#d62728
4.5875587,7.425911,Australian Feminist Studies,#d62728
8.356541,-3.150588,Communication in medicine,#d62728
7.6966805,6.85457,Text & Talk,#d62728
9.704066,-3.4959116,Journal of Clinical Nursing,#ff7f0e
-8.728296,2.6973665,INFOCOMP Journal of Computer Science,#1f77b4
-11.828867,2.2405293,IEEE Transactions on Information Forensics and Security,#1f77b4
-9.838613,4.5457563,Communications of The ACM,#1f77b4
-6.7307262,5.21255,International Journal of Technology and Human Interaction,#1f77b4
-12.663185,2.0384898,global information infrastructure and networking symposium,#1f77b4
-1.5758853,1.032303,Environment and Planning C-government and Policy,#d62728
0.060841333,-0.6322123,AMBIO: A Journal of the Human Environment,#2ca02c
-0.09557275,-0.6298193,Cities and the Environment,#d62728
-0.09647145,-0.62320936,Environmental Science & Policy,#d62728
-9.676667,6.2745595,Journal of Quantitative Linguistics,#1f77b4
-9.431384,3.3914983,european society for fuzzy logic and technology conference,#2ca02c
-13.1042385,0.97047883,european conference on networks and optical communications,#1f77b4
-11.45289,2.3777337,systems communications,#1f77b4
-9.320704,3.2819395,Fuzzy Sets and Systems,#2ca02c
-10.877639,3.5739298,international symposium on computer and information sciences,#1f77b4
-9.403791,3.6830866,Control and Cybernetics,#2ca02c
-9.750404,1.3843899,international workshop on combinatorial image analysis,#1f77b4
-9.175983,3.3164027,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",#2ca02c
-9.783977,3.3960066,north american fuzzy information processing society,#1f77b4
-9.248297,3.213638,modeling decisions for artificial intelligence,#1f77b4
-9.558445,3.505122,conference of european society for fuzzy logic and technology,#2ca02c
-9.079126,2.0783887,international joint conference on computational intelligence,#1f77b4
-2.5884442,-0.4601465,geographic information science,#1f77b4
11.457588,0.46050906,Brain Structure & Function,#d62728
-2.1017811,0.019961633,Cartographic Journal,#d62728
2.9000132,-4.950781,Nucleic Acids Research,#2ca02c
-9.459012,3.2328799,joint ifsa world congress and nafips annual meeting,#2ca02c
-10.003619,3.6953082,international conference on knowledge discovery and information retrieval,#1f77b4
